day,numbers,dayoff,work,outsidework,workfhome,lunch_t,Month,Date,bob,soup,main,present
1,2644,53,304,333,0.0,854.0,11,02,22,128,283,1954
0,2644,173,304,58,0.0,644.0,11,03,22,64,65,2109
3,2644,93,244,452,0.0,1167.0,11,06,22,232,312,1855
4,2644,75,268,462,0.0,943.0,11,07,22,188,244,1839
2,2644,60,276,0,0.0,780.0,11,08,51,104,269,2308
1,2644,90,287,347,0.0,797.0,11,09,22,252,136,1920
0,2644,184,292,56,0.0,630.0,11,10,22,191,123,2112
3,2644,107,240,525,0.0,1017.0,11,13,22,159,220,1772
4,2644,78,269,388,0.0,924.0,11,14,22,134,117,1909
2,2644,87,276,0,0.0,895.0,11,15,5,231,45,2281
1,2644,129,283,347,0.0,736.0,11,16,22,120,318,1885
0,2644,213,311,58,0.0,640.0,11,17,22,241,166,2062
3,2644,107,237,517,0.0,1115.0,11,20,22,226,283,1783
4,2644,77,256,435,0.0,954.0,11,21,22,171,254,1876
2,2644,64,277,0,0.0,817.0,11,22,17,3,108,2303
1,2644,122,288,305,0.0,758.0,11,23,22,149,19,1929
0,2644,210,303,63,0.0,563.0,11,24,22,36,98,2068
3,2644,132,262,402,0.0,1065.0,11,27,22,167,175,1848
4,2644,112,265,347,0.0,929.0,11,28,22,179,184,1920
2,2644,78,261,0,0.0,903.0,11,29,13,99,345,2305
1,2644,97,267,256,0.0,781.0,11,30,22,74,305,2024
0,2665,243,268,136,0.0,660.0,12,01,22,62,318,2018
3,2665,117,206,868,0.0,1142.0,12,04,22,68,110,1474
4,2665,60,225,871,0.0,939.0,12,05,22,140,62,1509
2,2665,78,254,0,0.0,860.0,12,06,51,209,209,2333
1,2665,98,270,608,0.0,740.0,12,07,22,117,77,1689
0,2665,169,304,141,0.0,682.0,12,08,22,118,170,2051
3,2665,93,219,748,0.0,1165.0,12,11,22,252,98,1605
4,2665,73,237,604,0.0,884.0,12,12,22,226,371,1751
2,2665,67,246,0,0.0,978.0,12,13,50,99,127,2352
1,2665,105,266,309,0.0,875.0,12,14,22,199,155,1985
0,2665,208,288,48,0.0,618.0,12,15,22,74,362,2121
3,2665,140,230,156,0.0,1149.0,12,18,22,188,175,2139
4,2665,109,269,146,0.0,715.0,12,19,22,47,309,2141
2,2665,108,262,0,0.0,814.0,12,20,22,105,115,2295
1,2665,127,262,102,0.0,692.0,12,21,22,157,384,2174
0,2665,239,270,34,0.0,565.0,12,22,22,235,10,2122
4,2665,267,227,62,0.0,915.0,12,26,22,36,269,2109
2,2665,169,255,0,0.0,571.0,12,27,22,151,283,2241
1,2665,240,260,55,0.0,311.0,12,28,22,168,117,2110
0,2665,489,242,5,0.0,394.0,12,29,22,171,77,1929
4,2655,73,102,301,0.0,1148.0,01,02,22,128,364,2179
2,2655,60,207,0,0.0,883.0,01,03,5,230,45,2388
1,2655,67,226,326,0.0,893.0,01,04,22,232,305,2036
0,2655,152,246,58,0.0,762.0,01,05,22,118,49,2199
3,2655,100,194,377,0.0,1178.0,01,08,22,267,225,1984
4,2655,70,215,298,0.0,816.0,01,09,22,23,268,2072
2,2655,58,210,0,0.0,865.0,01,10,51,78,39,2387
1,2655,73,238,337,0.0,911.0,01,11,22,117,282,2007
0,2655,163,266,59,0.0,679.0,01,12,22,226,154,2167
3,2655,112,192,443,0.0,1256.0,01,15,22,167,296,1908
4,2655,73,216,405,0.0,1076.0,01,16,22,36,166,1961
2,2655,70,223,0,0.0,969.0,01,17,13,3,334,2362
1,2655,98,233,325,0.0,830.0,01,18,22,64,235,1999
0,2655,224,275,77,0.0,654.0,01,19,22,211,354,2079
3,2655,103,211,371,0.0,1241.0,01,22,22,121,234,1970
4,2655,66,230,297,0.0,872.0,01,23,22,160,283,2062
2,2655,51,224,0,0.0,845.0,01,24,46,78,43,2380
1,2655,57,225,261,0.0,754.0,01,25,22,29,98,2112
0,2655,166,262,43,0.0,722.0,01,26,22,179,254,2184
3,2655,70,192,454,0.0,1417.0,01,29,22,117,3,1939
4,2655,60,216,433,0.0,1054.0,01,30,22,171,76,1946
2,2655,56,223,0,0.0,1138.0,01,31,11,99,266,2376
1,2707,73,254,401,0.0,1002.0,02,01,22,49,148,1979
0,2707,153,278,88,0.0,760.0,02,02,22,226,362,2188
3,2707,76,213,560,0.0,1372.0,02,05,22,157,105,1858
4,2707,50,235,491,0.0,1085.0,02,06,22,252,235,1931
2,2707,59,253,0,0.0,1107.0,02,07,51,209,269,2395
1,2707,71,273,378,0.0,984.0,02,08,22,180,114,1985
0,2707,149,296,86,0.0,724.0,02,09,22,118,377,2176
3,2707,103,244,476,0.0,1251.0,02,12,22,226,68,1884
4,2707,106,235,371,0.0,955.0,02,13,22,168,184,1995
2,2707,418,159,0,0.0,850.0,02,14,22,75,175,2130
3,2707,255,171,604,0.0,1298.0,02,19,22,69,384,1677
4,2707,82,231,521,0.0,1105.0,02,20,22,110,312,1873
2,2707,74,243,0,0.0,1087.0,02,21,49,78,29,2390
1,2707,82,277,400,0.0,988.0,02,22,22,235,133,1948
0,2707,161,304,69,0.0,651.0,02,23,22,160,123,2173
3,2707,105,231,491,0.0,1192.0,02,26,22,267,223,1880
4,2707,81,263,332,0.0,934.0,02,27,22,168,117,2031
2,2707,134,278,0,0.0,786.0,02,28,6,171,337,2295
0,2714,840,206,57,0.0,508.0,03,02,22,225,306,1611
3,2714,92,211,593,0.0,1355.0,03,05,22,254,224,1818
4,2714,54,242,547,0.0,1020.0,03,06,22,24,70,1871
2,2714,41,238,0,0.0,1057.0,03,07,51,2,194,2435
1,2714,38,268,406,0.0,973.0,03,08,22,266,275,2002
0,2714,123,294,77,0.0,716.0,03,09,22,152,309,2220
3,2714,69,217,591,0.0,1361.0,03,12,22,110,175,1837
4,2714,39,249,556,0.0,997.0,03,13,22,149,170,1870
2,2714,56,245,0,0.0,948.0,03,14,22,160,354,2413
1,2714,47,270,359,0.0,975.0,03,15,22,62,74,2038
0,2714,135,302,75,0.0,707.0,03,16,22,174,283,2202
3,2714,80,224,503,0.0,1159.0,03,19,22,171,93,1907
4,2714,46,246,445,0.0,1040.0,03,20,22,64,371,1977
2,2714,45,263,0,0.0,1092.0,03,21,22,151,77,2406
1,2714,56,290,327,0.0,899.0,03,22,22,199,343,2041
0,2714,174,307,51,0.0,759.0,03,23,22,180,244,2182
3,2714,125,226,448,0.0,1276.0,03,26,22,226,68,1915
4,2714,52,258,408,0.0,1005.0,03,27,22,235,123,1996
2,2714,45,252,0,0.0,926.0,03,28,18,208,293,2417
1,2714,51,273,302,0.0,936.0,03,29,22,176,39,2088
0,2714,196,296,43,0.0,616.0,03,30,22,227,309,2179
3,2714,83,224,481,0.0,1212.0,04,02,22,70,218,1926
4,2714,56,266,438,0.0,800.0,04,03,22,59,269,1954
2,2714,64,267,0,0.0,903.0,04,04,6,3,80,2383
1,2714,69,285,378,0.0,849.0,04,05,22,166,131,1982
0,2714,220,295,49,0.0,741.0,04,06,22,154,263,2150
3,2714,118,221,523,0.0,1283.0,04,09,22,235,305,1852
4,2714,66,256,420,0.0,855.0,04,10,22,105,224,1972
2,2714,23,239,0,0.0,804.0,04,11,22,167,283,2452
1,2714,40,268,384,0.0,796.0,04,12,22,157,344,2022
0,2714,164,292,45,0.0,652.0,04,13,22,23,257,2213
3,2714,84,234,484,0.0,1195.0,04,16,22,110,312,1912
4,2714,39,261,413,0.0,900.0,04,17,22,92,384,2001
2,2714,49,268,0,0.0,922.0,04,18,51,180,334,2397
1,2714,98,288,285,0.0,846.0,04,19,22,170,93,2043
0,2714,194,303,42,0.0,605.0,04,20,22,58,7,2175
3,2714,89,235,440,0.0,1246.0,04,23,22,235,131,1950
4,2714,60,274,360,0.0,940.0,04,24,22,151,49,2020
2,2714,66,285,0,0.0,851.0,04,25,29,208,288,2363
1,2714,69,293,266,0.0,761.0,04,26,22,161,75,2086
0,2714,205,304,40,0.0,674.0,04,27,22,157,187,2165
3,2714,646,180,107,0.0,629.0,04,30,22,171,74,1781
2,2721,110,247,0,0.0,1137.0,05,02,11,208,266,2364
1,2721,102,296,332,0.0,883.0,05,03,22,56,246,1991
0,2721,241,284,57,0.0,630.0,05,04,22,93,349,2139
4,2721,133,231,590,0.0,1225.0,05,08,22,110,175,1767
2,2721,86,269,0,0.0,919.0,05,09,22,58,354,2366
1,2721,80,291,369,0.0,763.0,05,10,22,23,98,1981
0,2721,183,296,48,0.0,602.0,05,11,22,143,283,2194
3,2721,100,229,490,0.0,1229.0,05,14,22,160,384,1902
4,2721,64,272,457,0.0,1004.0,05,15,22,175,123,1928
2,2721,58,264,0,0.0,1031.0,05,16,49,78,29,2399
1,2721,71,278,343,0.0,811.0,05,17,22,235,77,2029
0,2721,145,302,29,0.0,563.0,05,18,22,225,309,2245
3,2721,861,144,139,0.0,543.0,05,21,22,163,312,1577
2,2721,89,246,0,0.0,1065.0,05,23,6,175,133,2386
1,2721,64,281,379,0.0,754.0,05,24,22,219,117,1997
0,2721,136,293,70,0.0,594.0,05,25,22,131,58,2222
3,2721,92,221,495,0.0,1306.0,05,28,22,100,305,1913
4,2721,73,258,422,0.0,931.0,05,29,22,28,377,1968
2,2721,80,281,0,0.0,876.0,05,30,51,208,242,2360
1,2721,90,283,242,0.0,856.0,05,31,22,188,114,2106
3,2728,180,291,55,0.0,649.0,06,01,22,199,334,2202
3,2728,158,215,519,0.0,1211.0,06,04,22,235,93,1836
4,2728,163,233,253,0.0,884.0,06,05,22,64,68,2079
1,2728,187,265,379,0.0,890.0,06,07,22,157,39,1897
0,2728,252,288,65,0.0,631.0,06,08,22,50,290,2123
3,2728,153,195,490,0.0,1228.0,06,11,22,110,175,1890
4,2728,156,234,249,0.0,905.0,06,12,22,211,36,2089
1,2728,190,260,381,0.0,936.0,06,14,22,23,254,1897
0,2728,234,295,44,0.0,639.0,06,15,22,118,283,2155
3,2728,87,229,335,0.0,1069.0,06,18,22,100,384,2077
4,2728,68,247,415,0.0,952.0,06,19,22,36,195,1998
2,2728,73,257,0,0.0,875.0,06,20,41,249,166,2398
1,2728,72,282,329,0.0,791.0,06,21,22,184,312,2045
0,2728,178,305,50,0.0,552.0,06,22,22,48,343,2195
3,2728,104,240,424,0.0,1128.0,06,25,22,171,68,1960
4,2728,71,243,384,0.0,1012.0,06,26,22,58,131,2030
2,2728,66,277,0,0.0,957.0,06,27,49,3,50,2385
1,2728,83,286,234,0.0,803.0,06,28,22,70,139,2125
0,2728,210,299,12,0.0,507.0,06,29,22,211,112,2207
3,2704,96,209,130,0.0,1258.0,07,02,22,235,296,2269
4,2704,71,220,232,0.0,975.0,07,03,22,167,224,2181
2,2704,94,237,0,0.0,791.0,07,04,7,78,354,2373
1,2704,93,270,234,0.0,876.0,07,05,22,23,77,2107
0,2704,194,289,36,0.0,661.0,07,06,22,56,114,2185
3,2704,139,228,300,0.0,1097.0,07,09,22,18,98,2037
4,2704,96,251,292,0.0,838.0,07,10,22,147,384,2065
2,2704,95,255,1,0.0,894.0,07,11,13,99,288,2353
1,2704,102,270,244,0.0,764.0,07,12,22,260,49,2088
0,2704,200,302,29,0.0,585.0,07,13,22,171,123,2173
3,2704,150,199,318,0.0,1061.0,07,16,22,64,225,2037
4,2704,111,256,307,0.0,1116.0,07,17,33,228,216,2030
2,2704,108,254,0,0.0,839.0,07,18,51,208,370,2342
1,2704,113,285,265,0.0,748.0,07,19,22,254,257,2041
0,2704,273,291,49,0.0,489.0,07,20,22,203,296,2091
3,2704,224,223,341,0.0,991.0,07,23,22,171,98,1916
4,2704,201,232,392,0.0,886.0,07,24,22,199,198,1879
2,2704,226,256,1,0.0,760.0,07,25,22,152,293,2221
1,2704,272,265,299,0.0,714.0,07,26,22,187,139,1868
0,2704,403,271,59,0.0,589.0,07,27,22,49,308,1971
3,2704,487,193,401,0.0,944.0,07,30,22,23,68,1623
4,2704,433,228,287,0.0,789.0,07,31,22,235,312,1756
2,2996,489,209,0,0.0,820.0,08,01,49,3,127,2298
1,2996,548,229,209,0.0,631.0,08,02,22,58,20,2010
0,2996,665,242,34,0.0,540.0,08,03,22,179,80,2055
3,2996,504,158,333,0.0,1092.0,08,06,22,236,225,2001
4,2996,469,206,366,0.0,773.0,08,07,22,175,283,1955
2,2996,470,235,0,0.0,896.0,08,08,39,78,50,2291
1,2996,491,227,271,0.0,821.0,08,09,22,103,107,2007
0,2996,562,254,30,0.0,548.0,08,10,22,64,45,2150
3,2996,575,184,297,0.0,930.0,08,13,22,70,305,1940
4,2996,551,217,153,0.0,772.0,08,14,22,225,371,2075
1,2996,481,228,228,0.0,789.0,08,16,22,48,113,2059
0,2996,530,245,30,0.0,646.0,08,17,22,170,228,2191
3,2996,204,206,475,0.0,1199.0,08,20,22,160,384,2111
4,2996,168,237,355,0.0,972.0,08,21,22,100,220,2236
2,2996,147,238,0,0.0,1000.0,08,22,29,99,369,2611
1,2996,132,263,289,0.0,835.0,08,23,22,64,57,2312
0,2996,219,284,46,0.0,678.0,08,24,22,202,133,2447
3,2996,138,226,492,0.0,1221.0,08,27,22,110,94,2140
4,2996,104,243,376,0.0,873.0,08,28,22,152,354,2273
2,2996,103,258,0,0.0,915.0,08,29,51,249,334,2635
1,2996,106,264,304,0.0,849.0,08,30,22,23,157,2322
0,2996,216,289,70,0.0,817.0,08,31,22,219,218,2421
3,2763,122,233,393,0.0,1213.0,09,03,22,235,175,2015
4,2763,91,262,404,0.0,938.0,09,04,22,74,114,2006
2,2763,93,269,0,0.0,829.0,09,05,11,78,205,2401
1,2763,106,283,280,0.0,830.0,09,06,22,36,11,2094
0,2763,164,303,56,0.0,581.0,09,07,22,100,144,2240
3,2763,99,243,343,0.0,1144.0,09,10,22,178,97,2078
4,2763,67,272,370,0.0,960.0,09,11,22,151,75,2054
2,2763,73,300,0,0.0,805.0,09,12,36,3,288,2390
1,2763,67,306,297,0.0,882.0,09,13,22,161,123,2093
0,2763,174,313,132,0.0,405.0,09,14,22,18,269,2144
3,2763,91,252,465,0.0,1189.0,09,17,22,171,98,1955
4,2763,67,289,446,0.0,946.0,09,18,22,48,131,1961
2,2763,77,288,0,0.0,833.0,09,19,49,208,25,2398
1,2763,93,277,385,0.0,817.0,09,20,22,36,224,2008
0,2763,260,241,51,0.0,929.0,09,21,22,168,118,2211
3,2805,424,233,216,0.0,895.0,10,08,22,173,97,1932
2,2805,80,232,1044,0.0,1319.0,10,10,6,78,95,1449
1,2805,67,240,430,0.0,1211.0,10,11,22,70,283,2068
0,2805,192,288,28,0.0,622.0,10,12,22,137,47,2297
3,2805,101,243,268,0.0,1235.0,10,15,22,180,175,2193
4,2805,63,273,315,0.0,928.0,10,16,22,85,306,2154
2,2805,68,294,0,0.0,761.0,10,17,51,208,206,2443
1,2805,74,299,175,0.0,857.0,10,18,22,6,48,2257
0,2805,207,303,40,0.0,627.0,10,19,22,188,68,2255
3,2805,141,236,290,0.0,1176.0,10,22,22,18,94,2138
4,2805,73,277,243,0.0,902.0,10,23,22,241,77,2212
2,2805,82,299,1,0.0,777.0,10,24,22,235,123,2423
1,2805,110,315,158,0.0,722.0,10,25,22,174,227,2222
0,2805,263,308,25,0.0,528.0,10,26,22,23,283,2209
3,2805,155,250,316,0.0,1156.0,10,29,22,267,225,2084
4,2805,89,300,206,0.0,932.0,10,30,22,171,114,2210
2,2805,111,306,0,0.0,930.0,10,31,22,235,242,2388
1,2815,89,299,172,0.0,703.0,11,01,22,161,132,2255
0,2815,211,299,43,0.0,539.0,11,02,22,110,384,2262
3,2815,104,248,391,0.0,1088.0,11,05,22,152,283,2072
4,2815,69,269,393,0.0,813.0,11,06,22,89,73,2084
2,2815,68,299,0,0.0,860.0,11,07,6,78,184,2448
1,2815,72,285,305,0.0,926.0,11,08,22,100,68,2153
0,2815,185,302,38,0.0,496.0,11,09,22,211,34,2290
3,2815,123,228,401,0.0,1154.0,11,12,22,157,220,2063
4,2815,91,280,328,0.0,783.0,11,13,22,229,95,2116
2,2815,89,263,0,0.0,800.0,11,14,53,249,336,2463
1,2815,147,282,291,0.0,747.0,11,15,22,167,296,2095
0,2815,251,295,59,0.0,616.0,11,16,22,170,269,2210
3,2815,118,230,416,0.0,1124.0,11,19,22,36,98,2051
4,2815,70,278,344,0.0,740.0,11,20,22,74,309,2123
2,2815,81,290,0,0.0,832.0,11,21,49,78,204,2444
1,2815,80,287,325,0.0,718.0,11,22,22,235,77,2123
0,2815,222,305,57,0.0,527.0,11,23,22,23,175,2231
3,2815,107,215,447,0.0,1077.0,11,26,22,174,68,2046
4,2815,60,264,418,0.0,839.0,11,27,22,110,312,2073
2,2815,69,298,1,0.0,862.0,11,28,13,3,288,2447
1,2815,86,293,354,0.0,794.0,11,29,22,65,130,2082
0,2815,196,314,60,0.0,543.0,11,30,22,83,371,2245
3,2846,80,187,798,0.0,1248.0,12,03,22,100,227,1781
4,2846,64,246,802,0.0,911.0,12,04,22,226,293,1734
2,2846,87,254,0,0.0,885.0,12,05,17,208,269,2505
1,2846,90,266,589,0.0,765.0,12,06,22,235,275,1901
0,2846,182,300,83,0.0,674.0,12,07,22,76,230,2281
3,2846,98,204,863,0.0,1201.0,12,10,22,167,305,1681
4,2846,69,250,716,0.0,883.0,12,11,22,159,123,1811
2,2846,75,262,0,0.0,788.0,12,12,53,2,8,2509
1,2846,65,253,652,0.0,765.0,12,13,22,88,114,1876
0,2846,160,277,113,0.0,664.0,12,14,22,61,326,2296
3,2846,90,201,602,0.0,1170.0,12,17,22,235,312,1953
4,2846,87,243,525,0.0,813.0,12,18,22,179,77,1991
2,2846,86,256,0,0.0,710.0,12,19,6,249,354,2504
1,2846,106,242,235,0.0,784.0,12,20,22,23,117,2263
0,2846,175,261,163,0.0,456.0,12,21,22,48,20,2247
3,2846,894,159,26,0.0,296.0,12,24,22,180,384,1767
2,2846,184,241,0,0.0,695.0,12,26,22,167,98,2421
1,2846,182,253,132,0.0,517.0,12,27,22,157,283,2279
0,2846,315,264,18,0.0,491.0,12,28,22,18,175,2249
3,2846,1085,132,28,0.0,332.0,12,31,22,235,97,1601
2,2985,108,129,0,0.0,1201.0,01,02,22,75,217,2748
1,2985,120,207,444,0.0,858.0,01,03,22,226,257,2214
0,2985,218,234,65,0.0,668.0,01,04,22,65,269,2468
3,2985,113,211,439,0.0,1072.0,01,07,22,161,234,2222
4,2985,98,223,444,0.0,839.0,01,08,22,235,326,2220
2,2985,85,225,0,0.0,778.0,01,09,29,78,337,2675
1,2985,94,243,363,0.0,767.0,01,10,22,211,355,2285
0,2985,177,251,1,0.0,627.0,01,11,22,36,39,2556
3,2985,99,186,487,0.0,1163.0,01,14,22,170,98,2213
4,2985,71,223,417,0.0,963.0,01,15,22,171,122,2274
2,2985,80,228,0,0.0,1021.0,01,16,46,78,294,2677
1,2985,71,247,326,0.0,837.0,01,17,22,117,227,2341
0,2985,196,276,1,0.0,585.0,01,18,22,236,254,2512
3,2985,114,199,468,0.0,1270.0,01,21,22,18,175,2204
4,2985,73,230,436,0.0,889.0,01,22,22,110,77,2246
2,2985,86,224,0,0.0,958.0,01,23,51,78,213,2675
1,2985,91,241,401,0.0,827.0,01,24,22,174,65,2252
0,2985,186,267,1,0.0,667.0,01,25,22,154,312,2531
3,2985,94,203,426,0.0,1140.0,01,28,22,64,48,2262
4,2985,61,219,385,0.0,968.0,01,29,22,133,268,2320
2,2985,66,226,1,0.0,679.0,01,30,49,208,203,2692
1,2985,96,218,325,0.0,765.0,01,31,22,229,19,2346
0,2806,283,180,2,0.0,804.0,02,01,22,159,114,2341
1,2806,392,101,447,0.0,1144.0,02,07,22,180,384,1866
0,2806,373,190,3,0.0,970.0,02,08,22,267,305,2240
3,2806,67,159,758,0.0,1459.0,02,11,22,171,225,1822
4,2806,51,240,648,0.0,1102.0,02,12,22,157,107,1867
2,2806,61,231,0,0.0,1044.0,02,13,15,78,152,2514
1,2806,73,239,605,0.0,963.0,02,14,22,36,166,1889
0,2806,159,278,1,0.0,682.0,02,15,22,117,283,2368
3,2806,104,195,728,0.0,1314.0,02,18,22,241,326,1779
4,2806,62,228,663,0.0,1052.0,02,19,22,226,45,1853
2,2806,65,241,0,0.0,1005.0,02,20,7,78,334,2500
1,2806,81,269,540,0.0,955.0,02,21,22,167,117,1916
0,2806,178,301,1,0.0,631.0,02,22,22,58,269,2326
3,2806,122,214,752,0.0,1299.0,02,25,22,18,175,1718
4,2806,109,239,644,0.0,924.0,02,26,22,151,169,1814
2,2806,100,274,0,0.0,944.0,02,27,29,208,288,2432
1,2806,254,271,116,0.0,772.0,02,28,22,233,91,2165
3,2836,213,172,708,0.0,1274.0,03,04,22,252,94,1743
4,2836,67,230,736,0.0,940.0,03,05,22,211,39,1803
2,2836,56,238,0,0.0,1061.0,03,06,51,104,343,2542
1,2836,45,265,589,0.0,845.0,03,07,22,124,218,1937
0,2836,130,300,4,0.0,663.0,03,08,22,226,371,2402
3,2836,81,205,690,0.0,1277.0,03,11,22,171,234,1860
4,2836,59,244,642,0.0,956.0,03,12,22,165,257,1891
2,2836,61,244,0,0.0,953.0,03,13,49,3,29,2531
1,2836,62,286,417,0.0,791.0,03,14,22,199,19,2071
0,2836,174,304,4,0.0,630.0,03,15,22,180,123,2354
3,2836,107,217,607,0.0,1261.0,03,18,22,235,175,1905
4,2836,72,248,553,0.0,990.0,03,19,22,167,115,1963
2,2836,77,261,0,0.0,970.0,03,20,11,78,260,2498
1,2836,81,260,457,0.0,1214.0,03,21,22,100,364,2038
0,2836,168,295,3,0.0,567.0,03,22,22,252,98,2370
3,2836,111,232,585,0.0,1150.0,03,25,22,36,224,1908
4,2836,83,252,525,0.0,919.0,03,26,22,92,305,1976
2,2836,92,259,0,0.0,856.0,03,27,17,3,108,2485
1,2836,84,282,522,0.0,810.0,03,28,22,173,139,1948
0,2836,239,301,1,0.0,481.0,03,29,22,170,167,2295
3,2822,126,197,611,0.0,1029.0,04,01,22,267,223,1888
4,2822,67,253,514,0.0,855.0,04,02,22,179,283,1988
2,2822,59,283,0,0.0,790.0,04,03,6,74,249,2480
1,2822,60,288,429,0.0,745.0,04,04,22,58,257,2045
0,2822,185,303,1,0.0,575.0,04,05,22,220,312,2333
3,2822,104,222,592,0.0,1105.0,04,08,22,64,295,1904
4,2822,69,239,578,0.0,876.0,04,09,22,157,309,1936
2,2822,64,245,0,0.0,789.0,04,10,13,3,288,2513
1,2822,52,248,434,0.0,845.0,04,11,22,235,244,2088
0,2822,155,288,0,0.0,553.0,04,12,22,167,80,2379
3,2822,113,178,609,0.0,1184.0,04,15,22,88,175,1922
4,2822,54,234,552,0.0,905.0,04,16,22,180,77,1982
2,2822,57,263,0,0.0,910.0,04,17,22,75,283,2502
1,2822,76,281,458,0.0,767.0,04,18,22,83,170,2007
0,2822,230,294,1,0.0,683.0,04,19,46,78,184,2297
3,2822,109,253,533,0.0,1094.0,04,22,22,74,295,1927
4,2822,60,272,576,0.0,886.0,04,23,22,64,235,1914
2,2822,59,273,0,0.0,1034.0,04,24,50,99,269,2490
1,2822,85,294,452,0.0,702.0,04,25,22,65,371,1991
0,2822,215,297,0,0.0,572.0,04,26,22,100,92,2310
3,2822,152,252,544,0.0,1207.0,04,29,22,29,175,1874
4,2822,152,298,290,0.0,714.0,04,30,22,145,283,2082
1,2825,247,303,384,0.0,758.0,05,02,22,252,257,1891
0,2825,348,276,1,0.0,654.0,05,03,22,157,166,2200
4,2825,135,271,606,0.0,1221.0,05,07,22,171,384,1813
2,2825,81,296,0,0.0,881.0,05,08,51,3,338,2448
1,2825,92,286,538,0.0,958.0,05,09,22,23,176,1909
0,2825,166,302,0,0.0,607.0,05,10,22,227,224,2357
3,2825,119,231,599,0.0,1111.0,05,13,22,167,305,1876
4,2825,76,256,601,0.0,907.0,05,14,22,224,377,1892
2,2825,69,284,0,0.0,888.0,05,15,31,3,329,2472
1,2825,72,283,482,0.0,790.0,05,16,22,179,117,1988
0,2825,224,291,1,0.0,408.0,05,17,22,115,354,2309
3,2825,100,223,602,0.0,1174.0,05,20,22,64,222,1900
4,2825,64,279,563,0.0,844.0,05,21,22,254,240,1919
2,2825,60,272,0,0.0,831.0,05,22,22,36,200,2493
1,2825,61,302,447,0.0,658.0,05,23,22,138,8,2015
0,2825,193,307,0,0.0,508.0,05,24,15,235,180,2325
3,2825,86,212,644,0.0,1219.0,05,27,22,121,109,1883
4,2825,54,229,632,0.0,931.0,05,28,22,188,257,1910
2,2825,50,237,0,0.0,896.0,05,29,22,110,242,2538
1,2825,73,258,517,0.0,836.0,05,30,22,211,34,1977
0,2825,179,291,0,0.0,640.0,05,31,25,78,365,2355
3,2758,87,225,702,0.0,1221.0,06,03,22,235,312,1744
4,2758,65,251,592,0.0,962.0,06,04,22,167,123,1850
2,2758,144,247,0,0.0,761.0,06,05,7,78,345,2367
0,2758,890,219,3,0.0,389.0,06,07,22,18,269,1646
3,2758,114,236,673,0.0,1232.0,06,10,22,88,225,1735
4,2758,55,267,624,0.0,804.0,06,11,22,118,283,1812
2,2758,60,278,0,0.0,876.0,06,12,11,78,183,2420
1,2758,65,288,507,0.0,679.0,06,13,22,193,77,1898
0,2758,193,295,4,0.0,538.0,06,14,22,184,184,2266
3,2758,95,240,640,0.0,1099.0,06,17,22,180,119,1783
4,2758,65,264,558,0.0,853.0,06,18,22,124,139,1871
2,2758,78,260,0,0.0,882.0,06,19,46,78,49,2420
1,2758,90,291,444,0.0,625.0,06,20,22,6,309,1933
0,2758,188,294,0,0.0,505.0,06,21,22,229,224,2276
3,2758,101,213,692,0.0,1105.0,06,24,22,171,225,1752
4,2758,67,265,573,0.0,775.0,06,25,22,227,107,1853
2,2758,69,282,0,0.0,946.0,06,26,49,3,29,2407
1,2758,85,280,478,0.0,808.0,06,27,22,144,263,1915
0,2758,229,288,2,0.0,535.0,06,28,53,249,336,2239
3,2760,115,218,512,0.0,1175.0,07,01,22,157,326,1915
4,2760,87,237,490,0.0,787.0,07,02,22,131,227,1946
2,2760,82,265,0,0.0,910.0,07,03,21,78,328,2413
1,2760,95,309,434,0.0,699.0,07,04,22,180,312,1922
0,2760,210,289,0,0.0,546.0,07,05,22,26,384,2261
3,2760,155,277,536,0.0,985.0,07,08,22,188,175,1792
4,2760,75,275,466,0.0,861.0,07,09,22,161,77,1944
2,2760,123,286,0,0.0,862.0,07,10,39,3,50,2351
1,2760,102,301,371,0.0,730.0,07,11,22,23,186,1986
0,2760,244,306,0,0.0,856.0,07,12,0,132,322,2210
3,2760,144,232,396,0.0,1127.0,07,15,22,226,98,1988
4,2760,100,227,426,0.0,952.0,07,16,22,120,68,2007
2,2760,96,259,0,0.0,814.0,07,17,31,99,260,2405
1,2760,113,274,310,0.0,734.0,07,18,22,58,166,2063
0,2760,236,291,0,0.0,538.0,07,19,22,143,19,2233
3,2760,223,218,438,0.0,1013.0,07,22,22,88,223,1881
4,2760,206,246,449,0.0,855.0,07,23,22,160,123,1859
2,2760,224,252,0,0.0,744.0,07,24,50,2,17,2284
1,2760,276,279,347,0.0,668.0,07,25,22,84,293,1858
0,2760,396,280,1,0.0,462.0,07,26,22,204,32,2083
3,2760,475,183,424,0.0,898.0,07,29,22,159,296,1678
4,2760,434,213,382,0.0,745.0,07,30,22,131,300,1731
2,2760,495,231,0,0.0,619.0,07,31,7,78,371,2034
1,3305,546,219,285,0.0,648.0,08,01,22,167,77,2255
0,3305,687,237,2,0.0,440.0,08,02,22,18,170,2379
3,3305,462,183,392,0.0,936.0,08,05,22,235,68,2268
4,3305,427,203,392,0.0,798.0,08,06,22,56,312,2283
2,3305,421,233,1,0.0,841.0,08,07,46,78,39,2650
1,3305,430,254,364,0.0,781.0,08,08,22,167,117,2257
0,3305,496,261,3,0.0,641.0,08,09,22,224,309,2545
3,3305,394,208,424,0.0,1073.0,08,12,22,64,223,2279
